-0.295 89.83 7
-0.295 89.835 2
-0.295 89.84 4
-0.295 89.845 7
-0.295 89.85 5
-0.295 89.855 2
-0.295 89.86 7
-0.295 89.865 1
-0.295 89.87 5
-0.295 89.875 4
-0.295 89.88 12
-0.295 89.885 12
-0.295 89.89 5
-0.295 89.895 6
-0.295 89.9 5
-0.295 89.905 8
-0.295 89.91 8
-0.295 89.915 4
-0.295 89.92 6
-0.295 89.925 7
-0.295 89.93 7
-0.295 89.935 8
-0.295 89.94 5
-0.295 89.945 5
-0.295 89.95 3
-0.295 89.955 6
-0.295 89.96 4
-0.295 89.965 8
-0.295 89.97 8
-0.295 89.975 11
-0.295 89.98 9
-0.295 89.985 7
-0.295 89.99 2
-0.295 89.995 6
-0.295 90 1
-0.295 90.005 4
-0.295 90.01 8
-0.295 90.015 8
-0.295 90.02 7
-0.295 90.025 4
-0.295 90.03 5
-0.295 90.035 6
-0.295 90.04 3
-0.295 90.045 6
-0.295 90.05 10
-0.295 90.055 6
-0.295 90.06 4
-0.295 90.065 8
-0.295 90.07 2
-0.295 90.075 10
-0.295 90.08 9
-0.295 90.085 3
-0.295 90.09 4
-0.295 90.095 5
-0.295 90.1 4
-0.295 90.105 7
-0.295 90.11 4
-0.295 90.115 1
-0.295 90.12 7
-0.295 90.125 4
-0.295 90.13 6
-0.295 90.135 7
-0.295 90.14 9
-0.295 90.145 5
-0.295 90.15 5
-0.295 90.155 5
-0.295 90.16 2
-0.295 90.165 9
-0.295 90.17 6
-0.295 90.175 6
-0.295 90.18 4
-0.295 90.185 4
-0.295 90.19 3
-0.295 90.195 2
-0.295 90.2 6
-0.295 90.205 2
-0.295 90.21 1
-0.295 90.215 6
-0.295 90.22 7
-0.295 90.225 7
-0.295 90.23 4
-0.295 90.235 5
-0.295 90.24 2
-0.295 90.245 2
-0.295 90.25 6
-0.295 90.255 5
-0.295 90.26 8
-0.295 90.265 2
-0.295 90.27 2
-0.295 90.275 5
-0.295 90.28 7
-0.295 90.285 8
-0.295 90.29 6
-0.295 90.295 6
-0.295 90.3 1
-0.295 90.305 6
-0.295 90.31 1
-0.295 90.315 2
-0.295 90.32 3
-0.295 90.325 5
-0.295 90.33 5
-0.295 90.335 2
-0.295 90.34 7
-0.295 90.345 3
-0.295 90.35 3
-0.295 90.355 3
-0.295 90.36 4
-0.295 90.365 2
-0.295 90.37 5
-0.295 90.375 10
-0.295 90.38 3
-0.295 90.385 2
-0.295 90.39 1
-0.295 90.395 3
-0.295 90.4 7
-0.29 89.8 6
-0.29 89.805 5
-0.29 89.81 2
-0.29 89.815 8
-0.29 89.82 6
-0.29 89.825 7
-0.29 89.83 8
-0.29 89.835 5
-0.29 89.84 7
-0.29 89.845 12
-0.29 89.85 6
-0.29 89.855 4
-0.29 89.86 3
-0.29 89.865 8
-0.29 89.87 16
-0.29 89.875 5
-0.29 89.88 5
-0.29 89.885 12
-0.29 89.89 7
-0.29 89.895 1
-0.29 89.9 3
-0.29 89.905 9
-0.29 89.91 12
-0.29 89.915 8
-0.29 89.92 5
-0.29 89.925 2
-0.29 89.93 6
-0.29 89.935 4
-0.29 89.94 5
-0.29 89.945 4
-0.29 89.95 7
-0.29 89.955 6
-0.29 89.96 8
-0.29 89.965 7
-0.29 89.97 2
-0.29 89.975 9
-0.29 89.98 10
-0.29 89.985 10
-0.29 89.99 6
-0.29 89.995 7
-0.29 90 6
-0.29 90.005 7
-0.29 90.01 4
-0.29 90.015 9
-0.29 90.02 8
-0.29 90.025 5
-0.29 90.03 7
-0.29 90.035 4
-0.29 90.04 6
-0.29 90.045 6
-0.29 90.05 4
-0.29 90.055 3
-0.29 90.06 5
-0.29 90.065 8
-0.29 90.07 6
-0.29 90.075 5
-0.29 90.08 6
-0.29 90.085 2
-0.29 90.09 5
-0.29 90.095 6
-0.29 90.1 6
-0.29 90.105 4
-0.29 90.11 7
-0.29 90.115 4
-0.29 90.12 4
-0.29 90.125 6
-0.29 90.13 4
-0.29 90.135 7
-0.29 90.14 1
-0.29 90.145 5
-0.29 90.15 4
-0.29 90.155 4
-0.29 90.16 5
-0.29 90.165 6
-0.29 90.17 6
-0.29 90.175 4
-0.29 90.18 5
-0.29 90.185 4
-0.29 90.19 5
-0.29 90.195 3
-0.29 90.2 2
-0.29 90.205 4
-0.29 90.21 3
-0.29 90.215 5
-0.29 90.22 4
-0.29 90.225 6
-0.29 90.23 3
-0.29 90.235 6
-0.29 90.24 5
-0.29 90.245 4
-0.29 90.25 4
-0.29 90.255 6
-0.29 90.26 7
-0.29 90.265 6
-0.29 90.27 3
-0.29 90.275 6
-0.29 90.28 6
-0.29 90.285 4
-0.29 90.29 2
-0.29 90.295 3
-0.29 90.3 2
-0.29 90.305 5
-0.29 90.31 10
-0.29 90.315 10
-0.29 90.32 3
-0.29 90.325 6
-0.29 90.33 6
-0.29 90.335 8
-0.29 90.34 5
-0.29 90.345 6
-0.29 90.35 3
-0.29 90.355 4
-0.29 90.36 2
-0.29 90.365 2
-0.29 90.37 2
-0.29 90.375 6
-0.29 90.38 7
-0.29 90.385 4
-0.29 90.39 10
-0.29 90.395 2
-0.29 90.4 3
-0.285 89.8 4
-0.285 89.805 6
-0.285 89.81 11
-0.285 89.815 7
-0.285 89.82 7
-0.285 89.825 5
-0.285 89.83 9
-0.285 89.835 5
-0.285 89.84 5
-0.285 89.845 3
-0.285 89.85 6
-0.285 89.855 6
-0.285 89.86 6
-0.285 89.865 6
-0.285 89.87 9
-0.285 89.875 2
-0.285 89.88 9
-0.285 89.885 4
-0.285 89.89 3
-0.285 89.895 7
-0.285 89.9 10
-0.285 89.905 5
-0.285 89.91 3
-0.285 89.915 10
-0.285 89.92 3
-0.285 89.925 6
-0.285 89.93 2
-0.285 89.935 6
-0.285 89.94 6
-0.285 89.945 6
-0.285 89.95 7
-0.285 89.955 7
-0.285 89.96 2
-0.285 89.965 5
-0.285 89.97 4
-0.285 89.975 5
-0.285 89.98 6
-0.285 89.985 3
-0.285 89.99 5
-0.285 89.995 3
-0.285 90 10
-0.285 90.005 9
-0.285 90.01 14
-0.285 90.015 6
-0.285 90.02 5
-0.285 90.025 5
-0.285 90.03 5
-0.285 90.035 5
-0.285 90.04 3
-0.285 90.045 6
-0.285 90.05 4
-0.285 90.055 3
-0.285 90.06 3
-0.285 90.065 5
-0.285 90.07 6
-0.285 90.075 6
-0.285 90.08 9
-0.285 90.085 6
-0.285 90.09 3
-0.285 90.095 4
-0.285 90.1 7
-0.285 90.105 4
-0.285 90.11 2
-0.285 90.115 9
-0.285 90.12 8
-0.285 90.125 5
-0.285 90.13 10
-0.285 90.135 5
-0.285 90.14 8
-0.285 90.145 1
-0.285 90.15 3
-0.285 90.155 1
-0.285 90.16 2
-0.285 90.165 5
-0.285 90.17 2
-0.285 90.175 3
-0.285 90.18 6
-0.285 90.185 9
-0.285 90.19 8
-0.285 90.195 5
-0.285 90.2 8
-0.285 90.205 3
-0.285 90.21 5
-0.285 90.215 6
-0.285 90.22 4
-0.285 90.225 4
-0.285 90.23 4
-0.285 90.235 6
-0.285 90.24 7
-0.285 90.245 8
-0.285 90.25 4
-0.285 90.255 7
-0.285 90.26 12
-0.285 90.265 5
-0.285 90.27 7
-0.285 90.275 6
-0.285 90.28 3
-0.285 90.285 7
-0.285 90.29 5
-0.285 90.295 6
-0.285 90.3 8
-0.285 90.305 8
-0.285 90.31 6
-0.285 90.315 3
-0.285 90.32 5
-0.285 90.325 3
-0.285 90.33 6
-0.285 90.335 5
-0.285 90.34 2
-0.285 90.345 4
-0.285 90.35 6
-0.285 90.355 4
-0.285 90.36 3
-0.285 90.365 9
-0.285 90.37 4
-0.285 90.375 1
-0.285 90.38 5
-0.285 90.385 5
-0.285 90.39 2
-0.285 90.395 4
-0.285 90.4 3
-0.28 89.8 4
-0.28 89.805 4
-0.28 89.81 7
-0.28 89.815 6
-0.28 89.82 6
-0.28 89.825 5
-0.28 89.83 5
-0.28 89.835 6
-0.28 89.84 5
-0.28 89.845 6
-0.28 89.85 7
-0.28 89.855 5
-0.28 89.86 8
-0.28 89.865 2
-0.28 89.87 11
-0.28 89.875 4
-0.28 89.88 3
-0.28 89.885 6
-0.28 89.89 9
-0.28 89.895 8
-0.28 89.9 8
-0.28 89.905 2
-0.28 89.91 6
-0.28 89.915 4
-0.28 89.92 8
-0.28 89.925 4
-0.28 89.93 4
-0.28 89.935 4
-0.28 89.94 10
-0.28 89.945 2
-0.28 89.95 5
-0.28 89.955 5
-0.28 89.96 3
-0.28 89.965 6
-0.28 89.97 1
-0.28 89.975 5
-0.28 89.98 3
-0.28 89.985 5
-0.28 89.99 3
-0.28 89.995 4
-0.28 90 8
-0.28 90.005 7
-0.28 90.01 10
-0.28 90.015 7
-0.28 90.02 4
-0.28 90.025 5
-0.28 90.03 9
-0.28 90.035 4
-0.28 90.04 6
-0.28 90.045 4
-0.28 90.05 2
-0.28 90.055 8
-0.28 90.06 3
-0.28 90.065 6
-0.28 90.07 7
-0.28 90.075 7
-0.28 90.08 7
-0.28 90.085 9
-0.28 90.09 7
-0.28 90.095 6
-0.28 90.1 6
-0.28 90.105 8
-0.28 90.11 5
-0.28 90.115 7
-0.28 90.12 4
-0.28 90.125 5
-0.28 90.13 6
-0.28 90.135 6
-0.28 90.14 7
-0.28 90.145 8
-0.28 90.15 10
-0.28 90.155 0
-0.28 90.16 3
-0.28 90.165 7
-0.28 90.17 3
-0.28 90.175 6
-0.28 90.18 10
-0.28 90.185 2
-0.28 90.19 6
-0.28 90.195 3
-0.28 90.2 4
-0.28 90.205 6
-0.28 90.21 8
-0.28 90.215 7
-0.28 90.22 5
-0.28 90.225 4
-0.28 90.23 8
-0.28 90.235 2
-0.28 90.24 6
-0.28 90.245 7
-0.28 90.25 3
-0.28 90.255 2
-0.28 90.26 4
-0.28 90.265 9
-0.28 90.27 3
-0.28 90.275 2
-0.28 90.28 3
-0.28 90.285 4
-0.28 90.29 8
-0.28 90.295 2
-0.28 90.3 6
-0.28 90.305 0
-0.28 90.31 3
-0.28 90.315 2
-0.28 90.32 8
-0.28 90.325 3
-0.28 90.33 5
-0.28 90.335 8
-0.28 90.34 3
-0.28 90.345 4
-0.28 90.35 5
-0.28 90.355 2
-0.28 90.36 6
-0.28 90.365 4
-0.28 90.37 5
-0.28 90.375 4
-0.28 90.38 6
-0.28 90.385 5
-0.28 90.39 4
-0.28 90.395 4
-0.28 90.4 8
-0.275 89.8 3
-0.275 89.805 5
-0.275 89.81 5
-0.275 89.815 3
-0.275 89.82 9
-0.275 89.825 4
-0.275 89.83 5
-0.275 89.835 7
-0.275 89.84 5
-0.275 89.845 8
-0.275 89.85 5
-0.275 89.855 6
-0.275 89.86 4
-0.275 89.865 4
-0.275 89.87 4
-0.275 89.875 7
-0.275 89.88 2
-0.275 89.885 5
-0.275 89.89 7
-0.275 89.895 6
-0.275 89.9 9
-0.275 89.905 5
-0.275 89.91 3
-0.275 89.915 5
-0.275 89.92 3
-0.275 89.925 2
-0.275 89.93 6
-0.275 89.935 8
-0.275 89.94 4
-0.275 89.945 9
-0.275 89.95 5
-0.275 89.955 5
-0.275 89.96 3
-0.275 89.965 4
-0.275 89.97 5
-0.275 89.975 9
-0.275 89.98 5
-0.275 89.985 7
-0.275 89.99 7
-0.275 89.995 2
-0.275 90 7
-0.275 90.005 7
-0.275 90.01 8
-0.275 90.015 7
-0.275 90.02 9
-0.275 90.025 6
-0.275 90.03 7
-0.275 90.035 5
-0.275 90.04 4
-0.275 90.045 5
-0.275 90.05 4
-0.275 90.055 7
-0.275 90.06 5
-0.275 90.065 4
-0.275 90.07 9
-0.275 90.075 7
-0.275 90.08 6
-0.275 90.085 5
-0.275 90.09 6
-0.275 90.095 6
-0.275 90.1 6
-0.275 90.105 2
-0.275 90.11 2
-0.275 90.115 11
-0.275 90.12 6
-0.275 90.125 5
-0.275 90.13 6
-0.275 90.135 12
-0.275 90.14 5
-0.275 90.145 6
-0.275 90.15 3
-0.275 90.155 7
-0.275 90.16 3
-0.275 90.165 2
-0.275 90.17 7
-0.275 90.175 3
-0.275 90.18 9
-0.275 90.185 6
-0.275 90.19 11
-0.275 90.195 6
-0.275 90.2 11
-0.275 90.205 9
-0.275 90.21 9
-0.275 90.215 12
-0.275 90.22 8
-0.275 90.225 5
-0.275 90.23 4
-0.275 90.235 5
-0.275 90.24 7
-0.275 90.245 12
-0.275 90.25 7
-0.275 90.255 6
-0.275 90.26 8
-0.275 90.265 3
-0.275 90.27 6
-0.275 90.275 5
-0.275 90.28 2
-0.275 90.285 5
-0.275 90.29 4
-0.275 90.295 4
-0.275 90.3 6
-0.275 90.305 4
-0.275 90.31 6
-0.275 90.315 4
-0.275 90.32 3
-0.275 90.325 4
-0.275 90.33 7
-0.275 90.335 0
-0.275 90.34 6
-0.275 90.345 7
-0.275 90.35 4
-0.275 90.355 5
-0.275 90.36 5
-0.275 90.365 2
-0.275 90.37 3
-0.275 90.375 9
-0.275 90.38 6
-0.275 90.385 1
-0.275 90.39 5
-0.275 90.395 6
-0.275 90.4 4
-0.27 89.8 6
-0.27 89.805 7
-0.27 89.81 4
-0.27 89.815 6
-0.27 89.82 3
-0.27 89.825 5
-0.27 89.83 6
-0.27 89.835 7
-0.27 89.84 7
-0.27 89.845 8
-0.27 89.85 8
-0.27 89.855 6
-0.27 89.86 9
-0.27 89.865 6
-0.27 89.87 4
-0.27 89.875 10
-0.27 89.88 5
-0.27 89.885 8
-0.27 89.89 3
-0.27 89.895 2
-0.27 89.9 3
-0.27 89.905 8
-0.27 89.91 6
-0.27 89.915 13
-0.27 89.92 5
-0.27 89.925 9
-0.27 89.93 7
-0.27 89.935 3
-0.27 89.94 5
-0.27 89.945 9
-0.27 89.95 5
-0.27 89.955 3
-0.27 89.96 9
-0.27 89.965 5
-0.27 89.97 8
-0.27 89.975 9
-0.27 89.98 7
-0.27 89.985 2
-0.27 89.99 6
-0.27 89.995 5
-0.27 90 8
-0.27 90.005 5
-0.27 90.01 4
-0.27 90.015 8
-0.27 90.02 4
-0.27 90.025 8
-0.27 90.03 10
-0.27 90.035 7
-0.27 90.04 7
-0.27 90.045 1
-0.27 90.05 2
-0.27 90.055 6
-0.27 90.06 11
-0.27 90.065 9
-0.27 90.07 8
-0.27 90.075 6
-0.27 90.08 2
-0.27 90.085 3
-0.27 90.09 10
-0.27 90.095 4
-0.27 90.1 9
-0.27 90.105 5
-0.27 90.11 6
-0.27 90.115 7
-0.27 90.12 6
-0.27 90.125 4
-0.27 90.13 6
-0.27 90.135 1
-0.27 90.14 8
-0.27 90.145 5
-0.27 90.15 7
-0.27 90.155 8
-0.27 90.16 7
-0.27 90.165 6
-0.27 90.17 8
-0.27 90.175 8
-0.27 90.18 5
-0.27 90.185 5
-0.27 90.19 8
-0.27 90.195 7
-0.27 90.2 7
-0.27 90.205 8
-0.27 90.21 7
-0.27 90.215 8
-0.27 90.22 9
-0.27 90.225 4
-0.27 90.23 6
-0.27 90.235 8
-0.27 90.24 7
-0.27 90.245 8
-0.27 90.25 4
-0.27 90.255 3
-0.27 90.26 3
-0.27 90.265 4
-0.27 90.27 5
-0.27 90.275 4
-0.27 90.28 8
-0.27 90.285 10
-0.27 90.29 3
-0.27 90.295 5
-0.27 90.3 5
-0.27 90.305 4
-0.27 90.31 6
-0.27 90.315 6
-0.27 90.32 3
-0.27 90.325 3
-0.27 90.33 6
-0.27 90.335 3
-0.27 90.34 3
-0.27 90.345 5
-0.27 90.35 7
-0.27 90.355 5
-0.27 90.36 2
-0.27 90.365 10
-0.27 90.37 6
-0.27 90.375 5
-0.27 90.38 4
-0.27 90.385 6
-0.27 90.39 3
-0.27 90.395 6
-0.27 90.4 7
-0.265 89.8 2
-0.265 89.805 5
-0.265 89.81 5
-0.265 89.815 5
-0.265 89.82 7
-0.265 89.825 10
-0.265 89.83 7
-0.265 89.835 3
-0.265 89.84 4
-0.265 89.845 4
-0.265 89.85 6
-0.265 89.855 7
-0.265 89.86 7
-0.265 89.865 5
-0.265 89.87 8
-0.265 89.875 6
-0.265 89.88 7
-0.265 89.885 9
-0.265 89.89 4
-0.265 89.895 5
-0.265 89.9 9
-0.265 89.905 2
-0.265 89.91 4
-0.265 89.915 5
-0.265 89.92 8
-0.265 89.925 8
-0.265 89.93 8
-0.265 89.935 6
-0.265 89.94 11
-0.265 89.945 6
-0.265 89.95 6
-0.265 89.955 5
-0.265 89.96 5
-0.265 89.965 4
-0.265 89.97 6
-0.265 89.975 12
-0.265 89.98 8
-0.265 89.985 9
-0.265 89.99 10
-0.265 89.995 11
-0.265 90 7
-0.265 90.005 3
-0.265 90.01 4
-0.265 90.015 11
-0.265 90.02 5
-0.265 90.025 7
-0.265 90.03 1
-0.265 90.035 7
-0.265 90.04 2
-0.265 90.045 5
-0.265 90.05 4
-0.265 90.055 9
-0.265 90.06 12
-0.265 90.065 8
-0.265 90.07 6
-0.265 90.075 8
-0.265 90.08 11
-0.265 90.085 8
-0.265 90.09 7
-0.265 90.095 5
-0.265 90.1 8
-0.265 90.105 10
-0.265 90.11 10
-0.265 90.115 5
-0.265 90.12 5
-0.265 90.125 7
-0.265 90.13 6
-0.265 90.135 3
-0.265 90.14 1
-0.265 90.145 5
-0.265 90.15 7
-0.265 90.155 7
-0.265 90.16 9
-0.265 90.165 6
-0.265 90.17 5
-0.265 90.175 5
-0.265 90.18 11
-0.265 90.185 8
-0.265 90.19 9
-0.265 90.195 2
-0.265 90.2 10
-0.265 90.205 7
-0.265 90.21 6
-0.265 90.215 4
-0.265 90.22 8
-0.265 90.225 11
-0.265 90.23 7
-0.265 90.235 2
-0.265 90.24 8
-0.265 90.245 8
-0.265 90.25 5
-0.265 90.255 7
-0.265 90.26 4
-0.265 90.265 5
-0.265 90.27 5
-0.265 90.275 8
-0.265 90.28 4
-0.265 90.285 6
-0.265 90.29 8
-0.265 90.295 7
-0.265 90.3 6
-0.265 90.305 8
-0.265 90.31 11
-0.265 90.315 7
-0.265 90.32 7
-0.265 90.325 7
-0.265 90.33 2
-0.265 90.335 6
-0.265 90.34 4
-0.265 90.345 5
-0.265 90.35 6
-0.265 90.355 9
-0.265 90.36 10
-0.265 90.365 3
-0.265 90.37 3
-0.265 90.375 7
-0.265 90.38 8
-0.265 90.385 5
-0.265 90.39 8
-0.265 90.395 5
-0.265 90.4 4
-0.26 89.8 7
-0.26 89.805 5
-0.26 89.81 8
-0.26 89.815 2
-0.26 89.82 9
-0.26 89.825 4
-0.26 89.83 7
-0.26 89.835 8
-0.26 89.84 4
-0.26 89.845 9
-0.26 89.85 6
-0.26 89.855 4
-0.26 89.86 8
-0.26 89.865 5
-0.26 89.87 6
-0.26 89.875 4
-0.26 89.88 3
-0.26 89.885 6
-0.26 89.89 4
-0.26 89.895 4
-0.26 89.9 2
-0.26 89.905 11
-0.26 89.91 7
-0.26 89.915 7
-0.26 89.92 4
-0.26 89.925 6
-0.26 89.93 9
-0.26 89.935 2
-0.26 89.94 6
-0.26 89.945 5
-0.26 89.95 7
-0.26 89.955 4
-0.26 89.96 7
-0.26 89.965 6
-0.26 89.97 6
-0.26 89.975 7
-0.26 89.98 9
-0.26 89.985 8
-0.26 89.99 6
-0.26 89.995 5
-0.26 90 6
-0.26 90.005 4
-0.26 90.01 4
-0.26 90.015 7
-0.26 90.02 5
-0.26 90.025 7
-0.26 90.03 3
-0.26 90.035 9
-0.26 90.04 6
-0.26 90.045 9
-0.26 90.05 7
-0.26 90.055 2
-0.26 90.06 7
-0.26 90.065 6
-0.26 90.07 10
-0.26 90.075 6
-0.26 90.08 5
-0.26 90.085 4
-0.26 90.09 8
-0.26 90.095 5
-0.26 90.1 12
-0.26 90.105 4
-0.26 90.11 6
-0.26 90.115 7
-0.26 90.12 3
-0.26 90.125 6
-0.26 90.13 1
-0.26 90.135 8
-0.26 90.14 5
-0.26 90.145 6
-0.26 90.15 6
-0.26 90.155 1
-0.26 90.16 9
-0.26 90.165 4
-0.26 90.17 5
-0.26 90.175 5
-0.26 90.18 7
-0.26 90.185 4
-0.26 90.19 5
-0.26 90.195 9
-0.26 90.2 5
-0.26 90.205 3
-0.26 90.21 6
-0.26 90.215 6
-0.26 90.22 2
-0.26 90.225 3
-0.26 90.23 8
-0.26 90.235 6
-0.26 90.24 8
-0.26 90.245 7
-0.26 90.25 5
-0.26 90.255 10
-0.26 90.26 6
-0.26 90.265 4
-0.26 90.27 5
-0.26 90.275 8
-0.26 90.28 6
-0.26 90.285 2
-0.26 90.29 6
-0.26 90.295 4
-0.26 90.3 5
-0.26 90.305 5
-0.26 90.31 5
-0.26 90.315 8
-0.26 90.32 6
-0.26 90.325 4
-0.26 90.33 7
-0.26 90.335 4
-0.26 90.34 13
-0.26 90.345 5
-0.26 90.35 3
-0.26 90.355 6
-0.26 90.36 4
-0.26 90.365 5
-0.26 90.37 7
-0.26 90.375 2
-0.26 90.38 3
-0.26 90.385 3
-0.26 90.39 5
-0.26 90.395 6
-0.26 90.4 6
-0.255 89.8 2
-0.255 89.805 6
-0.255 89.81 10
-0.255 89.815 3
-0.255 89.82 5
-0.255 89.825 6
-0.255 89.83 2
-0.255 89.835 7
-0.255 89.84 8
-0.255 89.845 8
-0.255 89.85 5
-0.255 89.855 6
-0.255 89.86 6
-0.255 89.865 4
-0.255 89.87 6
-0.255 89.875 7
-0.255 89.88 6
-0.255 89.885 4
-0.255 89.89 4
-0.255 89.895 7
-0.255 89.9 10
-0.255 89.905 6
-0.255 89.91 8
-0.255 89.915 8
-0.255 89.92 8
-0.255 89.925 12
-0.255 89.93 9
-0.255 89.935 6
-0.255 89.94 6
-0.255 89.945 6
-0.255 89.95 9
-0.255 89.955 3
-0.255 89.96 6
-0.255 89.965 5
-0.255 89.97 6
-0.255 89.975 7
-0.255 89.98 6
-0.255 89.985 7
-0.255 89.99 5
-0.255 89.995 8
-0.255 90 7
-0.255 90.005 5
-0.255 90.01 9
-0.255 90.015 10
-0.255 90.02 8
-0.255 90.025 6
-0.255 90.03 5
-0.255 90.035 10
-0.255 90.04 10
-0.255 90.045 14
-0.255 90.05 5
-0.255 90.055 5
-0.255 90.06 8
-0.255 90.065 6
-0.255 90.07 3
-0.255 90.075 3
-0.255 90.08 5
-0.255 90.085 8
-0.255 90.09 10
-0.255 90.095 15
-0.255 90.1 5
-0.255 90.105 6
-0.255 90.11 1
-0.255 90.115 5
-0.255 90.12 6
-0.255 90.125 6
-0.255 90.13 12
-0.255 90.135 11
-0.255 90.14 8
-0.255 90.145 10
-0.255 90.15 9
-0.255 90.155 3
-0.255 90.16 7
-0.255 90.165 5
-0.255 90.17 4
-0.255 90.175 3
-0.255 90.18 5
-0.255 90.185 4
-0.255 90.19 8
-0.255 90.195 4
-0.255 90.2 5
-0.255 90.205 5
-0.255 90.21 6
-0.255 90.215 6
-0.255 90.22 6
-0.255 90.225 11
-0.255 90.23 6
-0.255 90.235 9
-0.255 90.24 11
-0.255 90.245 6
-0.255 90.25 6
-0.255 90.255 5
-0.255 90.26 9
-0.255 90.265 3
-0.255 90.27 7
-0.255 90.275 4
-0.255 90.28 5
-0.255 90.285 7
-0.255 90.29 8
-0.255 90.295 4
-0.255 90.3 6
-0.255 90.305 6
-0.255 90.31 1
-0.255 90.315 3
-0.255 90.32 7
-0.255 90.325 3
-0.255 90.33 6
-0.255 90.335 7
-0.255 90.34 4
-0.255 90.345 4
-0.255 90.35 1
-0.255 90.355 6
-0.255 90.36 4
-0.255 90.365 3
-0.255 90.37 3
-0.255 90.375 5
-0.255 90.38 7
-0.255 90.385 4
-0.255 90.39 3
-0.255 90.395 8
-0.255 90.4 6
-0.25 89.8 5
-0.25 89.805 5
-0.25 89.81 5
-0.25 89.815 7
-0.25 89.82 1
-0.25 89.825 7
-0.25 89.83 4
-0.25 89.835 13
-0.25 89.84 1
-0.25 89.845 5
-0.25 89.85 7
-0.25 89.855 4
-0.25 89.86 8
-0.25 89.865 7
-0.25 89.87 10
-0.25 89.875 4
-0.25 89.88 9
-0.25 89.885 7
-0.25 89.89 3
-0.25 89.895 2
-0.25 89.9 6
-0.25 89.905 7
-0.25 89.91 7
-0.25 89.915 9
-0.25 89.92 6
-0.25 89.925 5
-0.25 89.93 10
-0.25 89.935 11
-0.25 89.94 7
-0.25 89.945 5
-0.25 89.95 7
-0.25 89.955 7
-0.25 89.96 6
-0.25 89.965 14
-0.25 89.97 6
-0.25 89.975 5
-0.25 89.98 6
-0.25 89.985 10
-0.25 89.99 5
-0.25 89.995 3
-0.25 90 8
-0.25 90.005 5
-0.25 90.01 6
-0.25 90.015 12
-0.25 90.02 5
-0.25 90.025 8
-0.25 90.03 10
-0.25 90.035 9
-0.25 90.04 4
-0.25 90.045 3
-0.25 90.05 5
-0.25 90.055 8
-0.25 90.06 6
-0.25 90.065 7
-0.25 90.07 6
-0.25 90.075 7
-0.25 90.08 4
-0.25 90.085 9
-0.25 90.09 4
-0.25 90.095 5
-0.25 90.1 9
-0.25 90.105 6
-0.25 90.11 2
-0.25 90.115 5
